feedback_id,source,user_role,product_area,feedback_text,created_at
FB00321,community,数据分析师,权限配置,"客户反馈渠道分散，汇总太麻烦",2026-06-19
FB00322,community,运营负责人,用户管理,"竞品分析模块数据来源不够权威",2026-06-19
FB00323,survey,HR主管,搜索功能,"NPS 评分趋势图时间范围选择不灵活",2026-06-08
FB00324,sales,财务经理,BI报表,"客户画像标签体系不够完善",2026-06-08
FB00325,appstore,HR主管,BI报表,"工单分配逻辑不透明，经常分配错人",2026-06-19
FB00326,survey,技术负责人,权限配置,"SLA 超时预警不及时",2026-06-16
FB00327,sales,财务经理,导出功能,"知识库搜索结果排序不合理",2026-06-09
FB00328,interview,运营负责人,移动端,"客户生命周期阶段定义不够清晰",2026-05-31
FB00329,sales,财务经理,搜索功能,"自动化工作流配置门槛太高",2026-05-31
FB00330,appstore,财务经理,仪表盘,"报表分享链接过期时间太短",2026-06-14
FB00331,in-app,客户成功,通知系统,"数据看板不能嵌入到我们自己的系统里",2026-06-22
FB00332,community,客户成功,用户管理,"A/B 测试结果分析维度不够",2026-06-09
FB00333,support,财务经理,仪表盘,"用户行为路径分析太粗糙",2026-06-05
FB00334,support,HR主管,搜索功能,"留存分析的同期群定义不直观",2026-06-21
FB00335,appstore,财务经理,权限配置,"漏斗步骤之间的时间窗口设置有限制",2026-06-12
FB00336,appstore,数据分析师,API接口,"自定义事件追踪配置太麻烦",2026-06-17
FB00337,sales,销售经理,导出功能,"热力图数据不够精确",2026-06-08
FB00338,interview,产品经理,通知系统,"会话回放加载太慢",2026-06-05
FB00339,in-app,CEO,搜索功能,"用户反馈情感分析准确率不高",2026-06-19
FB00340,in-app,市场总监,用户管理,"标签管理没有批量操作",2026-06-24
FB00341,sales,运营负责人,API接口,"数据导出格式有限，缺少 Parquet",2026-06-13
FB00342,community,运营负责人,通知系统,"Webhook 配置没有测试功能",2026-06-25
FB00343,appstore,客户成功,BI报表,"集成第三方工具的文档不完整",2026-06-21
FB00344,in-app,数据分析师,通知系统,"Dashboard 权限继承关系不清晰",2026-06-18
FB00345,interview,运营负责人,移动端,"报表订阅管理入口太深",2026-06-20
FB00346,in-app,数据分析师,导出功能,"数据字典维护成本高",2026-06-06
FB00347,in-app,市场总监,仪表盘,"告警规则配置没有模板",2026-06-05
FB00348,appstore,CEO,通知系统,"API 调用频率限制文档不清楚",2026-06-11
FB00349,interview,财务经理,通知系统,"数据回溯能力不足，只能看21天内的",2026-06-23
FB00350,community,销售经理,通知系统,"客户分层模型不够灵活，不能自定义维度",2026-06-12
FB00351,interview,HR主管,权限配置,"续费看板金额和明细对不上，差了大概3万",2026-06-17
FB00352,sales,财务经理,搜索功能,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-12
FB00353,in-app,客户成功,数据分析,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-10
FB00354,community,运营负责人,通知系统,"数据分析页面加载太慢了，18秒都打不开",2026-06-06
FB00355,community,运营负责人,移动端,"权限配置太复杂，新来的同事20天都搞不定",2026-06-05
FB00356,in-app,财务经理,数据分析,"移动端看板显示不全，iPhone上排版错乱",2026-06-10
FB00357,appstore,客户成功,搜索功能,"API 返回的数据格式和文档不一致",2026-05-31
FB00358,sales,销售经理,导出功能,"搜索功能经常搜不到想要的结果",2026-05-31
FB00359,interview,技术负责人,API接口,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-18
FB00360,survey,产品经理,API接口,"通知太多太频繁，希望能自定义规则",2026-06-19
FB00361,appstore,市场总监,API接口,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-07
FB00362,survey,技术负责人,通知系统,"用户分群的条件设置不够灵活",2026-06-25
FB00363,appstore,客户成功,API接口,"漏斗分析的转化率计算好像有问题",2026-06-05
FB00364,interview,客户成功,BI报表,"自定义指标的公式编辑器不好用",2026-05-31
FB00365,support,市场总监,数据分析,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-10
FB00366,sales,技术负责人,通知系统,"希望能支持定时发送报表到邮箱",2026-06-13
FB00367,sales,HR主管,数据分析,"多语言支持不够完善，英文界面有翻译错误",2026-06-23
FB00368,interview,CEO,导出功能,"数据权限设置太粗，不能按部门隔离",2026-06-08
FB00369,in-app,财务经理,权限配置,"报表模板太少，每次都得从头做",2026-06-14
FB00370,survey,市场总监,通知系统,"实时数据更新延迟太高，9分钟才刷新一次",2026-06-21
FB00371,interview,数据分析师,仪表盘,"客户反馈渠道分散，汇总太麻烦",2026-06-13
FB00372,appstore,运营负责人,数据分析,"竞品分析模块数据来源不够权威",2026-06-27
FB00373,community,市场总监,数据分析,"NPS 评分趋势图时间范围选择不灵活",2026-06-14
FB00374,sales,客户成功,通知系统,"客户画像标签体系不够完善",2026-06-01
FB00375,in-app,技术负责人,权限配置,"工单分配逻辑不透明，经常分配错人",2026-06-19
FB00376,community,运营负责人,数据分析,"SLA 超时预警不及时",2026-06-26
FB00377,appstore,客户成功,搜索功能,"知识库搜索结果排序不合理",2026-06-18
FB00378,in-app,销售经理,权限配置,"客户生命周期阶段定义不够清晰",2026-06-15
FB00379,sales,市场总监,仪表盘,"自动化工作流配置门槛太高",2026-06-26
FB00380,survey,财务经理,数据分析,"报表分享链接过期时间太短",2026-06-01
FB00381,interview,产品经理,用户管理,"数据看板不能嵌入到我们自己的系统里",2026-06-18
FB00382,survey,数据分析师,通知系统,"A/B 测试结果分析维度不够",2026-06-20
FB00383,support,数据分析师,API接口,"用户行为路径分析太粗糙",2026-06-18
FB00384,interview,财务经理,仪表盘,"留存分析的同期群定义不直观",2026-06-22
FB00385,community,客户成功,仪表盘,"漏斗步骤之间的时间窗口设置有限制",2026-06-09
FB00386,interview,HR主管,数据分析,"自定义事件追踪配置太麻烦",2026-06-23
FB00387,in-app,数据分析师,API接口,"热力图数据不够精确",2026-06-25
FB00388,sales,市场总监,仪表盘,"会话回放加载太慢",2026-06-14
FB00389,interview,技术负责人,API接口,"用户反馈情感分析准确率不高",2026-06-05
FB00390,survey,HR主管,导出功能,"标签管理没有批量操作",2026-06-14
FB00391,in-app,财务经理,BI报表,"数据导出格式有限，缺少 Parquet",2026-06-15
FB00392,appstore,产品经理,搜索功能,"Webhook 配置没有测试功能",2026-05-31
FB00393,support,产品经理,移动端,"集成第三方工具的文档不完整",2026-06-18
FB00394,survey,数据分析师,用户管理,"Dashboard 权限继承关系不清晰",2026-05-31
FB00395,appstore,销售经理,导出功能,"报表订阅管理入口太深",2026-05-31
FB00396,appstore,技术负责人,移动端,"数据字典维护成本高",2026-06-26
FB00397,survey,客户成功,数据分析,"告警规则配置没有模板",2026-06-11
FB00398,interview,CEO,搜索功能,"API 调用频率限制文档不清楚",2026-06-24
FB00399,survey,销售经理,通知系统,"数据回溯能力不足，只能看5天内的",2026-06-09
FB00400,survey,技术负责人,移动端,"客户分层模型不够灵活，不能自定义维度",2026-06-08
FB00401,community,CEO,搜索功能,"续费看板金额和明细对不上，差了大概5万",2026-06-21
FB00402,in-app,客户成功,数据分析,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-09
FB00403,in-app,销售经理,仪表盘,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-14
FB00404,appstore,数据分析师,通知系统,"数据分析页面加载太慢了，11秒都打不开",2026-06-23
FB00405,in-app,运营负责人,BI报表,"权限配置太复杂，新来的同事30天都搞不定",2026-06-02
FB00406,interview,技术负责人,仪表盘,"移动端看板显示不全，iPhone上排版错乱",2026-05-31
FB00407,in-app,市场总监,BI报表,"API 返回的数据格式和文档不一致",2026-06-22
FB00408,community,财务经理,移动端,"搜索功能经常搜不到想要的结果",2026-06-12
FB00409,support,HR主管,数据分析,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-21
FB00410,survey,销售经理,导出功能,"通知太多太频繁，希望能自定义规则",2026-06-10
FB00411,support,客户成功,权限配置,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-19
FB00412,community,数据分析师,权限配置,"用户分群的条件设置不够灵活",2026-06-21
FB00413,in-app,数据分析师,用户管理,"漏斗分析的转化率计算好像有问题",2026-06-06
FB00414,community,财务经理,数据分析,"自定义指标的公式编辑器不好用",2026-06-26
FB00415,community,销售经理,BI报表,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-05
FB00416,interview,财务经理,权限配置,"希望能支持定时发送报表到邮箱",2026-06-20
FB00417,sales,HR主管,搜索功能,"多语言支持不够完善，英文界面有翻译错误",2026-06-07
FB00418,interview,财务经理,通知系统,"数据权限设置太粗，不能按部门隔离",2026-06-05
FB00419,support,销售经理,通知系统,"报表模板太少，每次都得从头做",2026-06-17
FB00420,community,技术负责人,移动端,"实时数据更新延迟太高，27分钟才刷新一次",2026-06-21
FB00421,sales,技术负责人,仪表盘,"客户反馈渠道分散，汇总太麻烦",2026-06-05
FB00422,sales,数据分析师,API接口,"竞品分析模块数据来源不够权威",2026-06-09
FB00423,support,运营负责人,移动端,"NPS 评分趋势图时间范围选择不灵活",2026-06-19
FB00424,appstore,CEO,导出功能,"客户画像标签体系不够完善",2026-06-22
FB00425,sales,数据分析师,API接口,"工单分配逻辑不透明，经常分配错人",2026-06-14
FB00426,sales,技术负责人,移动端,"SLA 超时预警不及时",2026-06-12
FB00427,appstore,产品经理,权限配置,"知识库搜索结果排序不合理",2026-06-21
FB00428,support,运营负责人,搜索功能,"客户生命周期阶段定义不够清晰",2026-06-25
FB00429,support,CEO,数据分析,"自动化工作流配置门槛太高",2026-06-18
FB00430,community,财务经理,权限配置,"报表分享链接过期时间太短",2026-06-08
FB00431,appstore,产品经理,搜索功能,"数据看板不能嵌入到我们自己的系统里",2026-06-16
FB00432,in-app,数据分析师,仪表盘,"A/B 测试结果分析维度不够",2026-06-10
FB00433,sales,客户成功,通知系统,"用户行为路径分析太粗糙",2026-06-20
FB00434,in-app,CEO,通知系统,"留存分析的同期群定义不直观",2026-06-19
FB00435,appstore,财务经理,通知系统,"漏斗步骤之间的时间窗口设置有限制",2026-05-31
FB00436,support,数据分析师,移动端,"自定义事件追踪配置太麻烦",2026-06-21
FB00437,in-app,市场总监,用户管理,"热力图数据不够精确",2026-06-23
FB00438,survey,市场总监,BI报表,"会话回放加载太慢",2026-06-06
FB00439,support,数据分析师,API接口,"用户反馈情感分析准确率不高",2026-06-11
FB00440,support,运营负责人,用户管理,"标签管理没有批量操作",2026-06-17
FB00441,in-app,财务经理,搜索功能,"数据导出格式有限，缺少 Parquet",2026-06-14
FB00442,community,技术负责人,用户管理,"Webhook 配置没有测试功能",2026-06-22
FB00443,interview,运营负责人,BI报表,"集成第三方工具的文档不完整",2026-06-16
FB00444,support,产品经理,仪表盘,"Dashboard 权限继承关系不清晰",2026-06-24
FB00445,appstore,数据分析师,导出功能,"报表订阅管理入口太深",2026-06-10
FB00446,community,运营负责人,仪表盘,"数据字典维护成本高",2026-06-01
FB00447,interview,运营负责人,移动端,"告警规则配置没有模板",2026-06-17
FB00448,sales,财务经理,数据分析,"API 调用频率限制文档不清楚",2026-06-03
FB00449,in-app,技术负责人,通知系统,"数据回溯能力不足，只能看19天内的",2026-06-25
FB00450,community,客户成功,搜索功能,"客户分层模型不够灵活，不能自定义维度",2026-06-18
FB00451,in-app,销售经理,仪表盘,"续费看板金额和明细对不上，差了大概29万",2026-06-22
FB00452,survey,技术负责人,移动端,"导出的字段顺序每次都不固定，能不能固定下来",2026-06-04
FB00453,appstore,财务经理,搜索功能,"希望能导出 PDF 格式的报告，客户需要正式文档",2026-06-04
FB00454,sales,运营负责人,移动端,"数据分析页面加载太慢了，9秒都打不开",2026-06-23
FB00455,community,财务经理,BI报表,"权限配置太复杂，新来的同事25天都搞不定",2026-06-02
FB00456,in-app,数据分析师,仪表盘,"移动端看板显示不全，iPhone上排版错乱",2026-06-03
FB00457,support,数据分析师,通知系统,"API 返回的数据格式和文档不一致",2026-06-19
FB00458,appstore,市场总监,用户管理,"搜索功能经常搜不到想要的结果",2026-06-04
FB00459,in-app,CEO,用户管理,"仪表盘的图表类型太少了，缺少漏斗图",2026-06-24
FB00460,interview,市场总监,BI报表,"通知太多太频繁，希望能自定义规则",2026-06-01
FB00461,community,CEO,通知系统,"报表刷新后数据没有更新，需要手动清理缓存",2026-06-07
FB00462,interview,财务经理,搜索功能,"用户分群的条件设置不够灵活",2026-06-21
FB00463,community,运营负责人,仪表盘,"漏斗分析的转化率计算好像有问题",2026-06-21
FB00464,appstore,产品经理,搜索功能,"自定义指标的公式编辑器不好用",2026-06-15
FB00465,support,销售经理,仪表盘,"数据导入的时候没有错误提示，导入完了才发现少数据",2026-06-08
FB00466,community,销售经理,移动端,"希望能支持定时发送报表到邮箱",2026-06-20
FB00467,in-app,HR主管,搜索功能,"多语言支持不够完善，英文界面有翻译错误",2026-06-02
FB00468,appstore,CEO,数据分析,"数据权限设置太粗，不能按部门隔离",2026-06-19
FB00469,in-app,市场总监,导出功能,"报表模板太少，每次都得从头做",2026-05-31
FB00470,community,运营负责人,用户管理,"实时数据更新延迟太高，25分钟才刷新一次",2026-06-04
FB00471,support,运营负责人,通知系统,"客户反馈渠道分散，汇总太麻烦",2026-06-02
FB00472,sales,数据分析师,通知系统,"竞品分析模块数据来源不够权威",2026-06-24
FB00473,in-app,财务经理,移动端,"NPS 评分趋势图时间范围选择不灵活",2026-06-25
FB00474,community,客户成功,通知系统,"客户画像标签体系不够完善",2026-06-15
FB00475,in-app,销售经理,权限配置,"工单分配逻辑不透明，经常分配错人",2026-06-09
FB00476,survey,CEO,数据分析,"SLA 超时预警不及时",2026-06-12
FB00477,survey,产品经理,导出功能,"知识库搜索结果排序不合理",2026-06-02
FB00478,in-app,财务经理,移动端,"客户生命周期阶段定义不够清晰",2026-06-18
FB00479,sales,市场总监,搜索功能,"自动化工作流配置门槛太高",2026-06-25
FB00480,community,CEO,导出功能,"报表分享链接过期时间太短",2026-06-19
FB00481,support,客户成功,权限配置,"数据看板不能嵌入到我们自己的系统里",2026-06-04
FB00482,interview,数据分析师,数据分析,"A/B 测试结果分析维度不够",2026-06-12
FB00483,interview,数据分析师,数据分析,"用户行为路径分析太粗糙",2026-06-26
FB00484,community,技术负责人,搜索功能,"留存分析的同期群定义不直观",2026-06-16
FB00485,in-app,客户成功,搜索功能,"漏斗步骤之间的时间窗口设置有限制",2026-06-20
FB00486,in-app,市场总监,仪表盘,"自定义事件追踪配置太麻烦",2026-06-26
FB00487,support,财务经理,仪表盘,"热力图数据不够精确",2026-06-12
FB00488,appstore,CEO,通知系统,"会话回放加载太慢",2026-06-20
FB00489,sales,市场总监,通知系统,"用户反馈情感分析准确率不高",2026-06-18
FB00490,sales,HR主管,数据分析,"标签管理没有批量操作",2026-06-04
FB00491,appstore,市场总监,移动端,"数据导出格式有限，缺少 Parquet",2026-05-31
FB00492,community,产品经理,导出功能,"Webhook 配置没有测试功能",2026-06-07
FB00493,in-app,财务经理,用户管理,"集成第三方工具的文档不完整",2026-06-14
FB00494,appstore,市场总监,移动端,"Dashboard 权限继承关系不清晰",2026-06-05
FB00495,community,CEO,数据分析,"报表订阅管理入口太深",2026-06-19
FB00496,survey,财务经理,通知系统,"数据字典维护成本高",2026-06-10
FB00497,interview,HR主管,API接口,"告警规则配置没有模板",2026-06-27
FB00498,sales,财务经理,数据分析,"API 调用频率限制文档不清楚",2026-06-21
FB00499,community,销售经理,搜索功能,"数据回溯能力不足，只能看4天内的",2026-06-13
FB00500,in-app,销售经理,权限配置,"客户分层模型不够灵活，不能自定义维度",2026-06-09
